,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary
72,QID771,126,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",negative,negative,2,"badly,acted,,blandly,directed,,elementary,school.","[1, 2, 3, 4, 16, 17]",66,Latino/Hispanic,Male,Very well,PASSED,480,LO,Latino/Hispanic,>=38,1202,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
73,QID825,153,It should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit.,positive,negative,2,"more,than,effectively,creepy","[15, 16, 17, 18]",38,Latino/Hispanic,Female,Very well,PASSED,516,LO,Latino/Hispanic,>=38,1244,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
74,QID727,104,"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity, even in the family film market.",positive,positive,1,"absence,of,cynicism","[4, 5, 6]",40,Latino/Hispanic,Male,Very well,PASSED,454,LO,Latino/Hispanic,>=38,1247,test,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75,QID965,223,Remarkably accessible and affecting.,positive,positive,1,"Remarkably,affecting.","[0, 3]",55,White Mexican,Male,Very well,PASSED,641,LO,Latino/Hispanic,>=38,1251,test,"[1, 0, 0, 1]"
76,QID981,231,Gollum's `performance' is incredible!,positive,positive,1,`performance',[1],46,Latino/Hispanic,Female,Very well,PASSED,653,LO,Latino/Hispanic,>=38,1268,test,"[0, 1, 0, 0]"
77,QID1035,258,The sort of movie that gives tastelessness a bad rap.,negative,negative,2,"movie,tastelessness","[3, 6]",51,Latino/Hispanic,Male,Well,PASSED,692,LO,Latino/Hispanic,>=38,1377,test,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
78,QID959,220,"So young, so smart, such talent, such a wise ***.",positive,positive,1,"so,smart,,such,talent,","[2, 3, 4, 5]",55,White Mexican,Male,Very well,PASSED,636,LO,Latino/Hispanic,>=38,1385,test,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
79,QID583,32,The film seems a dead weight.,negative,negative,2,"dead,weight.","[4, 5]",40,Latino/Hispanic,Female,Very well,PASSED,350,LO,Latino/Hispanic,>=38,1404,test,"[0, 0, 0, 0, 1, 1]"
80,QID977,229,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",positive,positive,1,"tremendous,chemistry","[4, 5]",55,White Mexican,Male,Very well,PASSED,651,LO,Latino/Hispanic,>=38,1453,train,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
81,QID569,25,Flaccid drama and exasperatingly slow journey.,negative,negative,2,"Flaccid,exasperatingly,slow","[0, 3, 4]",46,Latino/Hispanic,Female,Very well,PASSED,341,LO,Latino/Hispanic,>=38,1506,test,"[1, 0, 0, 1, 1, 0]"
82,QID631,56,"Suffers from rambling, repetitive dialogue and the visual drabness endemic to digital video.",negative,negative,2,"Suffers,rambling,,repetitive,dialogue,visual,drabness","[0, 2, 3, 4, 7, 8]",49,Latino/Hispanic,Female,Very well,PASSED,383,LO,Latino/Hispanic,>=38,1520,test,"[1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
83,QID761,121,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,positive,positive,1,"bold,lyrical,feature","[1, 3, 5]",66,Latino/Hispanic,Male,Very well,PASSED,472,LO,Latino/Hispanic,>=38,1537,test,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84,QID911,196,It's never a good sign when a film's star spends the entirety of the film in a coma.,negative,negative,2,"never,a,good,sign","[1, 2, 3, 4]",45,Latino/Hispanic,Male,Very well,PASSED,587,LO,Latino/Hispanic,>=38,1598,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85,QID537,9,"The acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from Gilligan's Island -- and the CGI Scooby might well be the worst special-effects creation of the year.",negative,negative,2,"acting,is,stiff,,story,lacks,all,trace,of,wit,,worst,special-effects","[1, 2, 3, 5, 6, 7, 8, 9, 10, 30, 31]",39,Latino/Hispanic,Male,Very well,PASSED,317,LO,Latino/Hispanic,>=38,1615,test,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
86,QID773,127,... a roller-coaster ride of a movie,positive,positive,1,"roller-coaster,ride,movie","[2, 3, 6]",66,Latino/Hispanic,Male,Very well,PASSED,483,LO,Latino/Hispanic,>=38,1651,test,"[0, 0, 1, 1, 0, 0, 1]"
87,QID745,113,An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,negative,negative,2,"demonizes,feminism","[5, 6]",51,White Mexican,Female,Very well,PASSED,463,LO,Latino/Hispanic,>=38,1664,test,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88,QID533,7,A work of astonishing delicacy and force.,positive,positive,1,"astonishing,delicacy,and,force.","[3, 4, 5, 6]",39,Latino/Hispanic,Male,Very well,PASSED,312,LO,Latino/Hispanic,>=38,1702,test,"[0, 0, 0, 1, 1, 1, 1]"
89,QID909,195,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,positive,positive,1,"colorful,classics,that,qualify,as,art,giddily,entertaining.","[10, 15, 16, 18, 19, 20, 23, 24]",45,Latino/Hispanic,Male,Very well,PASSED,585,LO,Latino/Hispanic,>=38,1730,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]"
90,QID633,57,Features one of the most affecting depictions of a love affair ever committed to film.,positive,positive,1,"most,affecting,depictions","[4, 5, 6]",49,Latino/Hispanic,Female,Very well,PASSED,386,LO,Latino/Hispanic,>=38,1749,train,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
91,QID595,38,"But here's the real damn: It isn't funny, either.",negative,negative,2,"isn't,funny,","[6, 7]",40,Latino/Hispanic,Female,Very well,PASSED,356,LO,Latino/Hispanic,>=38,1751,test,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
92,QID891,186,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",negative,negative,2,"Why,he,was,given,free,reign,over,this,project,is,beyond,me.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 17, 18, 19]",45,Latino/Hispanic,Male,Well,PASSED,569,LO,Latino/Hispanic,>=38,1761,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
93,QID869,175,"The movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",positive,positive,1,"The,movie,is,a,blast,energy,,bouncy,animation,catchy,songs","[0, 1, 2, 3, 4, 7, 9, 10, 12, 13]",57,Latino/Hispanic,Male,Very well,PASSED,549,LO,Latino/Hispanic,>=38,1774,test,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
94,QID853,167,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",positive,positive,1,"keep,upping,the,ante,on,each,other,,do","[5, 6, 7, 8, 9, 10, 11, 16]",50,Latino/Hispanic,Male,Very well,PASSED,537,LO,Latino/Hispanic,>=38,1784,train,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
95,QID817,149,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",positive,positive,1,"rare,proves,that,elegance,is,more,than,tattoo,deep.","[5, 17, 18, 19, 20, 21, 22, 23, 24]",38,Latino/Hispanic,Male,Very well,PASSED,510,LO,Latino/Hispanic,>=38,2018,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
96,QID883,182,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",positive,positive,1,"extraordinary,journalism,,deft,and,subtle,poetry.","[3, 4, 12, 13, 14, 15]",45,Latino/Hispanic,Male,Well,PASSED,562,LO,Latino/Hispanic,>=38,2143,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
97,QID551,16,"For the rest of us, sitting through Dahmer's two hours amounts to little more than punishment.",negative,negative,2,"more,than,punishment.","[13, 14, 15]",51,Latino/Hispanic,Female,Very well,PASSED,330,LO,Latino/Hispanic,>=38,2487,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
98,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,"best,horror,film,years.","[3, 6, 7, 12]",44,Latino/Hispanic,Male,Very well,PASSED,408,LO,Latino/Hispanic,>=38,3578,train,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]"
99,QID539,10,"There's no palpable chemistry between Lopez and male lead Ralph Fiennes, plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme.",negative,negative,2,"no,palpable,chemistry,workmanlike","[1, 2, 3, 21]",51,Latino/Hispanic,Female,Very well,PASSED,319,LO,Latino/Hispanic,>=38,3613,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
100,QID857,169,Intriguing and downright intoxicating.,positive,positive,1,"Intriguing,downright,intoxicating.","[0, 2, 3]",50,Latino/Hispanic,Male,Very well,PASSED,542,LO,Latino/Hispanic,>=38,3951,train,"[1, 0, 1, 1]"
101,QID813,147,The cumulative effect of the movie is repulsive and depressing.,negative,negative,2,"repulsive,and,depressing.","[7, 8, 9]",38,Latino/Hispanic,Male,Very well,PASSED,507,LO,Latino/Hispanic,>=38,4004,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
102,QID1043,262,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,negative,positive,1,"achieves,insignificance","[4, 6]",51,Latino/Hispanic,Male,Well,PASSED,698,LO,Latino/Hispanic,>=38,4176,train,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103,QID739,110,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,positive,positive,1,"focuses,on,human,interaction,it's,all,the,stronger,because,of,it.","[8, 9, 10, 11, 19, 20, 21, 22, 23, 24, 25]",51,White Mexican,Female,Very well,PASSED,460,LO,Latino/Hispanic,>=38,4878,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
104,QID807,144,The movie slides downhill as soon as macho action conventions assert themselves.,negative,negative,2,"slides,downhill,action,conventions","[2, 3, 8, 9]",38,Latino/Hispanic,Male,Very well,PASSED,504,LO,Latino/Hispanic,>=38,4903,train,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0]"
105,QID907,194,"Hard, endearing, caring, warm.",positive,positive,1,"endearing,,caring,,warm.","[1, 2, 3]",45,Latino/Hispanic,Male,Very well,PASSED,583,LO,Latino/Hispanic,>=38,5252,train,"[0, 1, 1, 1]"
106,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,"best,horror,film,years.","[3, 6, 7, 12]",44,Latino/Hispanic,Male,Very well,PASSED,408,LO,Latino/Hispanic,>=38,5299,train,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]"
107,QID839,160,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",positive,positive,1,"game,pitch-perfect,always,hilarious,shoots,and,scores,,doing,its,namesake,proud.","[3, 8, 12, 13, 19, 20, 21, 22, 23, 24, 25]",50,Latino/Hispanic,Male,Very well,PASSED,526,LO,Latino/Hispanic,>=38,5395,train,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
108,QID795,138,"It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",positive,positive,1,hoot,[2],42,Latino/Hispanic,Male,Very well,PASSED,496,LO,Latino/Hispanic,>=38,5863,train,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
109,QID639,60,"... a solid, well-formed satire.",positive,positive,1,"a,solid,,well-formed","[1, 2, 3]",38,Latino/Hispanic,Female,Very well,PASSED,389,LO,Latino/Hispanic,>=38,6153,train,"[0, 1, 1, 1, 0]"
110,QID671,76,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series.,negative,no sentiment,3,sequel,[12],44,Latino/Hispanic,Male,Very well,PASSED,412,LO,Latino/Hispanic,>=38,6956,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
111,QID889,185,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",negative,positive,1,"stately,pacing,","[7, 8]",45,Latino/Hispanic,Male,Well,PASSED,568,LO,Latino/Hispanic,>=38,7076,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
112,QID969,225,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,negative,negative,2,"rambling,incoherent,manifesto,pretentious,endeavor,tediously,exasperating.","[8, 10, 11, 26, 27, 31, 32]",55,White Mexican,Male,Very well,PASSED,644,LO,Latino/Hispanic,>=38,7290,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]"
113,QID999,240,"A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",negative,negative,2,stupid,[2],46,Latino/Hispanic,Female,Very well,PASSED,668,LO,Latino/Hispanic,>=38,7513,train,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114,QID905,193,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",positive,positive,1,"filling,nearly,every,minute...,with,a,lighthearted,glow,,glorious,dose,of,humankind's,liberating,ability,to,triumph","[8, 9, 10, 11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 26, 27, 28]",45,Latino/Hispanic,Male,Very well,PASSED,579,LO,Latino/Hispanic,>=38,7615,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
115,QID759,120,A small movie with a big impact.,positive,positive,1,"big,impact.","[5, 6]",66,Latino/Hispanic,Male,Very well,PASSED,471,LO,Latino/Hispanic,>=38,7709,train,"[0, 0, 0, 0, 0, 1, 1]"
116,QID597,39,... something appears to have been lost in the translation this time.,negative,negative,2,"appears,been,lost","[2, 5, 6]",40,Latino/Hispanic,Female,Very well,PASSED,359,LO,Latino/Hispanic,>=38,7967,train,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
117,QID851,166,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,positive,positive,1,"darkly,funny","[3, 4]",50,Latino/Hispanic,Male,Very well,PASSED,535,LO,Latino/Hispanic,>=38,8114,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118,QID587,34,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",negative,negative,2,"more,repulsive","[14, 15]",40,Latino/Hispanic,Female,Very well,PASSED,352,LO,Latino/Hispanic,>=38,8170,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
119,QID793,137,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,positive,positive,1,"fun,funky","[3, 5]",42,Latino/Hispanic,Male,Very well,PASSED,495,LO,Latino/Hispanic,>=38,8193,train,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,QID775,128,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",positive,positive,1,"colorful,,vibrant,universal,human,impulse,,lushly,photographed,beautifully,recorded.","[1, 2, 6, 7, 8, 9, 10, 12, 13]",66,Latino/Hispanic,Male,Very well,PASSED,484,LO,Latino/Hispanic,>=38,8273,train,"[0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]"
121,QID723,102,Allen's funniest and most likeable movie in years.,positive,positive,1,"funniest,likeable","[1, 4]",40,Latino/Hispanic,Male,Very well,PASSED,452,LO,Latino/Hispanic,>=38,8739,train,"[0, 1, 0, 0, 1, 0, 0, 0]"
122,QID693,87,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",positive,positive,1,"fiercely,clever,capturing,precarious,extravagant,exiled,aristocracy","[1, 2, 6, 8, 12, 16, 17]",49,Latino/Hispanic,Male,Not well,PASSED,429,LO,Latino/Hispanic,>=38,8873,train,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
123,QID971,226,"We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",negative,negative,2,"never,care,neither,amusing,nor,dramatic","[1, 5, 23, 24, 25, 26]",55,White Mexican,Male,Very well,PASSED,646,LO,Latino/Hispanic,>=38,9141,train,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
124,QID957,219,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,negative,positive,1,exciting,[3],42,Latino/Hispanic,Male,Well,PASSED,629,LO,Latino/Hispanic,>=38,9194,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
125,QID665,73,"Gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",positive,positive,1,staggeringly,[3],44,Latino/Hispanic,Male,Very well,PASSED,409,LO,Latino/Hispanic,>=38,9219,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126,QID597,39,... something appears to have been lost in the translation this time.,negative,negative,2,"appears,been,lost","[2, 5, 6]",40,Latino/Hispanic,Female,Very well,PASSED,359,LO,Latino/Hispanic,>=38,10870,train,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
127,QID605,43,Everything was as superficial as the forced New Jersey lowbrow accent Uma had.,negative,negative,2,"superficial,forced,New,Jersey,lowbrow,accent","[3, 6, 7, 8, 9, 10]",38,Latino/Hispanic,Male,Very well,PASSED,364,LO,Latino/Hispanic,>=38,11118,train,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
128,QID667,74,"I thought the relationships were wonderful, the comedy was funny, and the love `real'.",positive,no sentiment,3,relationships,[3],44,Latino/Hispanic,Male,Very well,PASSED,410,LO,Latino/Hispanic,>=38,11703,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129,QID997,239,Griffin & Co. manage to be spectacularly outrageous.,positive,negative,2,manage,[3],46,Latino/Hispanic,Female,Very well,PASSED,667,LO,Latino/Hispanic,>=38,12341,train,"[0, 0, 0, 1, 0, 0, 0, 0]"
130,QID689,85,It's a great American adventure and a wonderful film to bring to IMAX.,positive,positive,1,"great,American,adventure,wonderful,film","[2, 3, 4, 7, 8]",49,Latino/Hispanic,Male,Not well,PASSED,425,LO,Latino/Hispanic,>=38,12370,train,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
131,QID1019,250,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",positive,positive,1,"art,direction,is,often,exquisite,,the,anthropomorphic,animal,characters,are,beautifully,realized,clever,makeup","[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16]",40,Latino/Hispanic,Male,Well,PASSED,681,LO,Latino/Hispanic,>=38,12467,train,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,QID629,55,"One of the finest, most humane and important Holocaust movies ever made.",positive,positive,1,"finest,,most,humane,and,important","[3, 4, 5, 6, 7]",49,Latino/Hispanic,Female,Very well,PASSED,382,LO,Latino/Hispanic,>=38,13237,train,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
133,QID861,171,"In addition to scoring high for originality of plot -- putting together familiar themes of family, forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded.",positive,positive,1,"scoring,high,number,of,other,assets,to,commend","[3, 4, 29, 30, 31, 32, 33, 34]",57,Latino/Hispanic,Male,Very well,PASSED,545,LO,Latino/Hispanic,>=38,13621,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
134,QID789,135,A truly wonderful tale combined with stunning animation.,positive,positive,1,"truly,wonderful,stunning,animation.","[1, 2, 6, 7]",42,Latino/Hispanic,Male,Very well,PASSED,493,LO,Latino/Hispanic,>=38,14072,train,"[0, 1, 1, 0, 0, 0, 1, 1]"
135,QID841,161,It will guarantee to have you leaving the theater with a smile on your face.,positive,positive,1,"guarantee,to,have,you,smile","[2, 3, 4, 5, 11]",50,Latino/Hispanic,Male,Very well,PASSED,527,LO,Latino/Hispanic,>=38,14614,train,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
136,QID791,136,"Nothing sticks, really, except a lingering creepiness one feels from being dragged through a sad, sordid universe of guns, drugs, avarice and damaged dreams.",negative,negative,2,"Nothing,sticks,,lingering,creepiness,one,feels,dragged,through,sad,,sordid,universe","[0, 1, 5, 6, 7, 8, 11, 12, 14, 15, 16]",42,Latino/Hispanic,Male,Very well,PASSED,494,LO,Latino/Hispanic,>=38,14756,train,"[1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
137,QID717,99,"Loud, chaotic and largely unfunny.",negative,negative,2,"Loud,,chaotic,unfunny.","[0, 1, 4]",58,Latino/Hispanic,Male,Very well,PASSED,448,LO,Latino/Hispanic,>=38,14768,train,"[1, 1, 0, 0, 1]"
138,QID847,164,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs, Red Dragon rates as an exceptional thriller.",positive,positive,1,"Measured,exceptional","[0, 22]",50,Latino/Hispanic,Male,Very well,PASSED,531,LO,Latino/Hispanic,>=38,15390,train,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
139,QID957,219,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,negative,positive,1,exciting,[3],42,Latino/Hispanic,Male,Well,PASSED,629,LO,Latino/Hispanic,>=38,15678,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,QID639,60,"... a solid, well-formed satire.",positive,positive,1,"a,solid,,well-formed","[1, 2, 3]",38,Latino/Hispanic,Female,Very well,PASSED,389,LO,Latino/Hispanic,>=38,16017,train,"[0, 1, 1, 1, 0]"
141,QID1021,251,But what's nice is that there's a casual intelligence that permeates the script.,positive,negative,2,"what's,nice,casual,intelligence,permeates,the,script.","[1, 2, 7, 8, 10, 11, 12]",40,Latino/Hispanic,Male,Well,PASSED,683,LO,Latino/Hispanic,>=38,16046,train,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]"
142,QID939,210,"The film feels formulaic, its plot and pacing typical Hollywood war-movie stuff, while the performances elicit more of a sense of deja vu than awe.",negative,negative,2,"formulaic,,typical,Hollywood","[3, 8, 9]",42,Latino/Hispanic,Male,Well,PASSED,615,LO,Latino/Hispanic,>=38,16051,train,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,QID607,44,"It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess, piss on trees, b.s. one another and put on a show in drag.",negative,negative,2,"supremely,unfunny,and,unentertaining","[2, 3, 4, 5]",38,Latino/Hispanic,Male,Very well,PASSED,368,LO,Latino/Hispanic,>=38,16421,train,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,QID563,22,"... a plotline that's as lumpy as two-day old porridge... the filmmakers' paws, sad to say, were all over this ``un-bear-able'' project!",negative,negative,2,"as,lumpy,as,two-day,old,porridge...,sad,to,say,,``un-bear-able'',project!","[4, 5, 6, 7, 8, 9, 13, 14, 15, 20, 21]",46,Latino/Hispanic,Female,Very well,PASSED,338,LO,Latino/Hispanic,>=38,16890,train,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]"
145,QID871,176,The original wasn't a good movie but this remake makes it look like a masterpiece!,negative,positive,1,"this,remake,makes,it,look,like,a,masterpiece!","[7, 8, 9, 10, 11, 12, 13, 14]",57,Latino/Hispanic,Male,Very well,PASSED,550,LO,Latino/Hispanic,>=38,16934,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
