,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary
76,QID981,231,Gollum's `performance' is incredible!,positive,positive,1,incredible!,[3],41,White/Caucasian,Female,Very well,PASSED,653,WO,White/Causasian,>=38,1268,test,"[0, 0, 0, 1]"
77,QID1035,258,The sort of movie that gives tastelessness a bad rap.,negative,negative,2,"tastelessness,bad,rap.","[6, 8, 9]",42,White/Caucasian,Female,Well,PASSED,692,WO,White/Causasian,>=38,1377,test,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
78,QID959,220,"So young, so smart, such talent, such a wise ***.",positive,positive,1,"smart,,talent,,wise","[3, 5, 8]",43,White/Caucasian,Male,Very well,PASSED,636,WO,White/Causasian,>=38,1385,test,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]"
79,QID583,32,The film seems a dead weight.,negative,negative,2,"dead,weight.","[4, 5]",38,White/Caucasian,Female,Very well,PASSED,350,WO,White/Causasian,>=38,1404,test,"[0, 0, 0, 0, 1, 1]"
80,QID977,229,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",positive,positive,1,"tremendous,chemistry","[4, 5]",43,White/Caucasian,Male,Very well,PASSED,651,WO,White/Causasian,>=38,1453,train,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
81,QID569,25,Flaccid drama and exasperatingly slow journey.,negative,negative,2,"Flaccid,exasperatingly,slow","[0, 3, 4]",66,White/Caucasian,Female,Very well,PASSED,341,WO,White/Causasian,>=38,1506,test,"[1, 0, 0, 1, 1, 0]"
82,QID631,56,"Suffers from rambling, repetitive dialogue and the visual drabness endemic to digital video.",negative,negative,2,"Suffers,rambling,,repetitive,dialogue,drabness,endemic","[0, 2, 3, 4, 8, 9]",50,White/Caucasian,Female,Very well,PASSED,383,WO,White/Causasian,>=38,1520,test,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
83,QID761,121,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,positive,positive,1,"bold,lyrical,expands,into,a,rousing,treatise","[1, 3, 9, 20, 21, 22, 23]",52,White/Caucasian,Female,Very well,PASSED,472,WO,White/Causasian,>=38,1537,test,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
84,QID911,196,It's never a good sign when a film's star spends the entirety of the film in a coma.,negative,negative,2,"It's,never,a,good,sign,coma.","[0, 1, 2, 3, 4, 17]",41,White/Caucasian,Female,Very well,PASSED,587,WO,White/Causasian,>=38,1598,test,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
85,QID537,9,"The acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from Gilligan's Island -- and the CGI Scooby might well be the worst special-effects creation of the year.",negative,negative,2,"acting,is,stiff,,lacks,all,trace,of,wit,,worst,special-effects,creation,of,the,year.","[1, 2, 3, 6, 7, 8, 9, 10, 30, 31, 32, 33, 34, 35]",45,White/Caucasian,Female,Very well,PASSED,317,WO,White/Causasian,>=38,1615,test,"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
86,QID773,127,... a roller-coaster ride of a movie,positive,positive,1,"roller-coaster,ride","[2, 3]",52,White/Caucasian,Female,Very well,PASSED,483,WO,White/Causasian,>=38,1651,test,"[0, 0, 1, 1, 0, 0, 0]"
87,QID745,113,An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,negative,negative,2,"that,demonizes,feminism","[4, 5, 6]",48,White/Caucasian,Male,Well,PASSED,463,WO,White/Causasian,>=38,1664,test,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88,QID533,7,A work of astonishing delicacy and force.,positive,positive,1,"astonishing,delicacy,and,force.","[3, 4, 5, 6]",45,White/Caucasian,Female,Very well,PASSED,312,WO,White/Causasian,>=38,1702,test,"[0, 0, 0, 1, 1, 1, 1]"
89,QID909,195,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,positive,positive,1,"giddily,entertaining.","[23, 24]",41,White/Caucasian,Female,Very well,PASSED,585,WO,White/Causasian,>=38,1730,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
90,QID633,57,Features one of the most affecting depictions of a love affair ever committed to film.,positive,positive,1,"one,of,the,most,ever,committed,to,film.","[1, 2, 3, 4, 11, 12, 13, 14]",50,White/Caucasian,Female,Very well,PASSED,386,WO,White/Causasian,>=38,1749,train,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
91,QID595,38,"But here's the real damn: It isn't funny, either.",negative,no sentiment,3,"real,damn:,isn't,funny,,either.","[3, 4, 6, 7, 8]",38,White/Caucasian,Female,Very well,PASSED,356,WO,White/Causasian,>=38,1751,test,"[0, 0, 0, 1, 1, 0, 1, 1, 1]"
92,QID891,186,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",negative,no sentiment,3,"is,beyond,me.","[17, 18, 19]",67,White/Caucasian,Male,Very well,PASSED,569,WO,White/Causasian,>=38,1761,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
93,QID869,175,"The movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",positive,positive,1,"a,blast,of,educational,energy,,bouncy,animation,catchy,songs","[3, 4, 5, 6, 7, 9, 10, 12, 13]",46,White/Caucasian,Female,Very well,PASSED,549,WO,White/Causasian,>=38,1774,test,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
94,QID853,167,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",positive,positive,1,"upping,the,ante","[6, 7, 8]",41,White/Caucasian,Female,Very well,PASSED,537,WO,White/Causasian,>=38,1784,train,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95,QID817,149,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",positive,positive,1,elegance,[19],49,White/Caucasian,Female,Very well,PASSED,510,WO,White/Causasian,>=38,2018,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
96,QID883,182,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",positive,positive,1,"extraordinary,journalism,,deft,subtle","[3, 4, 12, 14]",67,White/Caucasian,Male,Very well,PASSED,562,WO,White/Causasian,>=38,2143,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
97,QID551,16,"For the rest of us, sitting through Dahmer's two hours amounts to little more than punishment.",negative,negative,2,punishment.,[15],58,White/Caucasian,Female,Well,PASSED,330,WO,White/Causasian,>=38,2487,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
98,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,best,[3],57,White/Caucasian,Male,Very well,PASSED,408,WO,White/Causasian,>=38,3578,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,QID539,10,"There's no palpable chemistry between Lopez and male lead Ralph Fiennes, plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme.",negative,positive,1,"workmanlike,extreme.","[21, 24]",58,White/Caucasian,Female,Well,PASSED,319,WO,White/Causasian,>=38,3613,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
100,QID857,169,Intriguing and downright intoxicating.,positive,positive,1,"Intriguing,downright,intoxicating.","[0, 2, 3]",41,White/Caucasian,Female,Very well,PASSED,542,WO,White/Causasian,>=38,3951,train,"[1, 0, 1, 1]"
101,QID813,147,The cumulative effect of the movie is repulsive and depressing.,negative,negative,2,"repulsive,depressing.","[7, 9]",49,White/Caucasian,Female,Very well,PASSED,507,WO,White/Causasian,>=38,4004,train,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
102,QID1043,262,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,negative,negative,2,"ultimate,insignificance","[5, 6]",42,White/Caucasian,Female,Well,PASSED,698,WO,White/Causasian,>=38,4176,train,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103,QID739,110,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,positive,positive,1,"it's,all,the,stronger,because,of,it.","[19, 20, 21, 22, 23, 24, 25]",48,White/Caucasian,Male,Well,PASSED,460,WO,White/Causasian,>=38,4878,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
104,QID807,144,The movie slides downhill as soon as macho action conventions assert themselves.,negative,negative,2,"slides,downhill","[2, 3]",49,White/Caucasian,Female,Very well,PASSED,504,WO,White/Causasian,>=38,4903,train,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
105,QID907,194,"Hard, endearing, caring, warm.",positive,positive,1,"endearing,,caring,,warm.","[1, 2, 3]",41,White/Caucasian,Female,Very well,PASSED,583,WO,White/Causasian,>=38,5252,train,"[0, 1, 1, 1]"
106,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,best,[3],57,White/Caucasian,Male,Very well,PASSED,408,WO,White/Causasian,>=38,5299,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,QID839,160,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",positive,positive,1,"pitch-perfect,hilarious,doing,its,namesake,proud.","[8, 13, 22, 23, 24, 25]",41,White/Caucasian,Female,Very well,PASSED,526,WO,White/Causasian,>=38,5395,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
108,QID795,138,"It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",positive,negative,2,hoot,[2],38,White/Sephardic Jew,Male,Very well,PASSED,496,WO,White/Causasian,>=38,5863,train,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
109,QID639,60,"... a solid, well-formed satire.",positive,positive,1,satire.,[4],41,White/Caucasian,Female,Very well,PASSED,389,WO,White/Causasian,>=38,6153,train,"[0, 0, 0, 0, 1]"
110,QID671,76,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series.,negative,negative,2,"less,bottom-feeder","[1, 11]",57,White/Caucasian,Male,Very well,PASSED,412,WO,White/Causasian,>=38,6956,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
111,QID889,185,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",negative,negative,2,"fake,backdrops,never,settles,consistent,tone.","[4, 5, 9, 10, 13, 14]",67,White/Caucasian,Male,Very well,PASSED,568,WO,White/Causasian,>=38,7076,train,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]"
112,QID969,225,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,negative,negative,2,"rambling,incoherent,vagueness,pretentious,unfocused,tediously,exasperating.","[8, 10, 14, 26, 29, 31, 32]",43,White/Caucasian,Male,Very well,PASSED,644,WO,White/Causasian,>=38,7290,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]"
113,QID999,240,"A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",negative,negative,2,"stupid,hackneyed,meanspirited,storyline,cardboard,characters,value,cash,above,credibility.","[2, 6, 8, 9, 11, 12, 16, 17, 18, 19]",41,White/Caucasian,Female,Very well,PASSED,668,WO,White/Causasian,>=38,7513,train,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]"
114,QID905,193,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",positive,positive,1,"delicious,trimmings...","[1, 2]",41,White/Caucasian,Female,Very well,PASSED,579,WO,White/Causasian,>=38,7615,train,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115,QID759,120,A small movie with a big impact.,positive,positive,1,"big,impact.","[5, 6]",52,White/Caucasian,Female,Very well,PASSED,471,WO,White/Causasian,>=38,7709,train,"[0, 0, 0, 0, 0, 1, 1]"
116,QID597,39,... something appears to have been lost in the translation this time.,negative,negative,2,"lost,in,the,translation","[6, 7, 8, 9]",38,White/Caucasian,Female,Very well,PASSED,359,WO,White/Causasian,>=38,7967,train,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
117,QID851,166,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,positive,positive,1,"darkly,funny","[3, 4]",41,White/Caucasian,Female,Very well,PASSED,535,WO,White/Causasian,>=38,8114,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118,QID587,34,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",negative,negative,2,"more,repulsive","[14, 15]",38,White/Caucasian,Female,Very well,PASSED,352,WO,White/Causasian,>=38,8170,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
119,QID793,137,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,positive,positive,1,"fun,funky","[3, 5]",38,White/Sephardic Jew,Male,Very well,PASSED,495,WO,White/Causasian,>=38,8193,train,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,QID775,128,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",positive,positive,1,"colorful,,vibrant,lushly,photographed,beautifully,recorded.","[1, 2, 9, 10, 12, 13]",52,White/Caucasian,Female,Very well,PASSED,484,WO,White/Causasian,>=38,8273,train,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
121,QID723,102,Allen's funniest and most likeable movie in years.,positive,positive,1,"funniest,likeable","[1, 4]",44,White/Caucasian,Male,Very well,PASSED,452,WO,White/Causasian,>=38,8739,train,"[0, 1, 0, 0, 1, 0, 0, 0]"
122,QID693,87,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",positive,positive,1,"A,fiercely,clever,and,subtle,film,","[0, 1, 2, 3, 4, 5]",47,White/Caucasian,Male,Well,PASSED,429,WO,White/Causasian,>=38,8873,train,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123,QID971,226,"We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",negative,no sentiment,3,"never,truly,come","[1, 2, 3]",43,White/Caucasian,Male,Very well,PASSED,646,WO,White/Causasian,>=38,9141,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,QID957,219,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,negative,negative,2,"watch,two,last-place,basketball,teams,playing,one,another","[5, 7, 8, 9, 10, 11, 12, 13]",39,White/Caucasian,Male,Very well,PASSED,629,WO,White/Causasian,>=38,9194,train,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
125,QID665,73,"Gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",positive,positive,1,"staggeringly,compelling","[3, 4]",57,White/Caucasian,Male,Very well,PASSED,409,WO,White/Causasian,>=38,9219,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126,QID597,39,... something appears to have been lost in the translation this time.,negative,negative,2,"lost,in,the,translation","[6, 7, 8, 9]",38,White/Caucasian,Female,Very well,PASSED,359,WO,White/Causasian,>=38,10870,train,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
127,QID605,43,Everything was as superficial as the forced New Jersey lowbrow accent Uma had.,negative,negative,2,"superficial,forced,New,Jersey,lowbrow,accent,Uma,had.","[3, 6, 7, 8, 9, 10, 11, 12]",52,White/Caucasian,Female,Well,PASSED,364,WO,White/Causasian,>=38,11118,train,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
128,QID667,74,"I thought the relationships were wonderful, the comedy was funny, and the love `real'.",positive,positive,1,"wonderful,,funny,,`real'.","[5, 9, 13]",57,White/Caucasian,Male,Very well,PASSED,410,WO,White/Causasian,>=38,11703,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
129,QID997,239,Griffin & Co. manage to be spectacularly outrageous.,positive,negative,2,"spectacularly,outrageous.","[6, 7]",41,White/Caucasian,Female,Very well,PASSED,667,WO,White/Causasian,>=38,12341,train,"[0, 0, 0, 0, 0, 0, 1, 1]"
130,QID689,85,It's a great American adventure and a wonderful film to bring to IMAX.,positive,positive,1,great,[2],47,White/Caucasian,Male,Well,PASSED,425,WO,White/Causasian,>=38,12370,train,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,QID1019,250,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",positive,positive,1,"exquisite,,beautifully,realized,clever","[5, 12, 13, 15]",48,White/Caucasian,Female,Very well,PASSED,681,WO,White/Causasian,>=38,12467,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,QID629,55,"One of the finest, most humane and important Holocaust movies ever made.",positive,positive,1,"most,important","[4, 7]",50,White/Caucasian,Female,Very well,PASSED,382,WO,White/Causasian,>=38,13237,train,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
133,QID861,171,"In addition to scoring high for originality of plot -- putting together familiar themes of family, forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded.",positive,positive,1,"scoring,high,for,originality,a,number,of,other,assets,to,commend","[3, 4, 5, 6, 28, 29, 30, 31, 32, 33, 34]",46,White/Caucasian,Female,Very well,PASSED,545,WO,White/Causasian,>=38,13621,train,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
134,QID789,135,A truly wonderful tale combined with stunning animation.,positive,positive,1,"truly,wonderful,stunning","[1, 2, 6]",38,White/Sephardic Jew,Male,Very well,PASSED,493,WO,White/Causasian,>=38,14072,train,"[0, 1, 1, 0, 0, 0, 1, 0]"
135,QID841,161,It will guarantee to have you leaving the theater with a smile on your face.,positive,positive,1,smile,[11],41,White/Caucasian,Female,Very well,PASSED,527,WO,White/Causasian,>=38,14614,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
136,QID791,136,"Nothing sticks, really, except a lingering creepiness one feels from being dragged through a sad, sordid universe of guns, drugs, avarice and damaged dreams.",negative,negative,2,"lingering,creepiness,dragged,through,sad,,sordid","[5, 6, 11, 12, 14, 15]",38,White/Sephardic Jew,Male,Very well,PASSED,494,WO,White/Causasian,>=38,14756,train,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
137,QID717,99,"Loud, chaotic and largely unfunny.",negative,negative,2,"Loud,,chaotic,largely,unfunny.","[0, 1, 3, 4]",46,White/Caucasian,Female,Very well,PASSED,448,WO,White/Causasian,>=38,14768,train,"[1, 1, 0, 1, 1]"
138,QID847,164,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs, Red Dragon rates as an exceptional thriller.",positive,positive,1,"exceptional,thriller.","[22, 23]",41,White/Caucasian,Female,Very well,PASSED,531,WO,White/Causasian,>=38,15390,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
139,QID957,219,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,negative,negative,2,"watch,two,last-place,basketball,teams,playing,one,another","[5, 7, 8, 9, 10, 11, 12, 13]",39,White/Caucasian,Male,Very well,PASSED,629,WO,White/Causasian,>=38,15678,train,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
140,QID639,60,"... a solid, well-formed satire.",positive,positive,1,satire.,[4],41,White/Caucasian,Female,Very well,PASSED,389,WO,White/Causasian,>=38,16017,train,"[0, 0, 0, 0, 1]"
141,QID1021,251,But what's nice is that there's a casual intelligence that permeates the script.,positive,positive,1,"nice,intelligence","[2, 8]",48,White/Caucasian,Female,Very well,PASSED,683,WO,White/Causasian,>=38,16046,train,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
142,QID939,210,"The film feels formulaic, its plot and pacing typical Hollywood war-movie stuff, while the performances elicit more of a sense of deja vu than awe.",negative,negative,2,"formulaic,,typical,Hollywood,stuff,,deja,vu","[3, 8, 9, 11, 21, 22]",39,White/Caucasian,Male,Very well,PASSED,615,WO,White/Causasian,>=38,16051,train,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
143,QID607,44,"It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess, piss on trees, b.s. one another and put on a show in drag.",negative,negative,2,"supremely,unfunny,and,unentertaining","[2, 3, 4, 5]",52,White/Caucasian,Female,Well,PASSED,368,WO,White/Causasian,>=38,16421,train,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,QID563,22,"... a plotline that's as lumpy as two-day old porridge... the filmmakers' paws, sad to say, were all over this ``un-bear-able'' project!",negative,negative,2,"lumpy,two-day,old,porridge...,paws,,sad,``un-bear-able''","[5, 7, 8, 9, 12, 13, 20]",66,White/Caucasian,Female,Very well,PASSED,338,WO,White/Causasian,>=38,16890,train,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
145,QID871,176,The original wasn't a good movie but this remake makes it look like a masterpiece!,negative,negative,2,"original,wasn't,good,but,this,makes,it,look,like,a,masterpiece!","[1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 14]",46,White/Caucasian,Female,Very well,PASSED,550,WO,White/Causasian,>=38,16934,train,"[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
146,QID887,184,The Pianist is Polanski's best film.,positive,positive,1,"best,film.","[4, 5]",67,White/Caucasian,Male,Very well,PASSED,566,WO,White/Causasian,>=38,17534,train,"[0, 0, 0, 0, 1, 1]"
147,QID995,238,"A gratingly unfunny groaner littered with zero-dimensional, unlikable characters and hackneyed, threadbare comic setups.",negative,negative,2,"unfunny,groaner,littered,hackneyed,,threadbare,comic,setups.","[2, 3, 4, 10, 11, 12, 13]",41,White/Caucasian,Female,Very well,PASSED,665,WO,White/Causasian,>=38,17684,train,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
148,QID1039,260,"It's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",positive,positive,1,"head-turner,thoughtfully,written,,beautifully,read,deeply,humanizing.","[2, 4, 5, 6, 7, 10, 11]",42,White/Caucasian,Female,Well,PASSED,695,WO,White/Causasian,>=38,18114,train,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1]"
149,QID967,224,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,negative,negative,2,"sub-par...,boredom,shivers,spine.","[1, 9, 14, 17]",43,White/Caucasian,Male,Very well,PASSED,643,WO,White/Causasian,>=38,19252,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
150,QID1029,255,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",positive,positive,1,"sense,that,peace,is,possible.","[27, 28, 29, 30, 31]",42,White/Caucasian,Female,Well,PASSED,687,WO,White/Causasian,>=38,21374,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
151,QID587,34,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",negative,negative,2,"more,repulsive","[14, 15]",38,White/Caucasian,Female,Very well,PASSED,352,WO,White/Causasian,>=38,21782,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
152,QID641,61,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love.,positive,positive,1,"Read,My,Lips,treasured,extraordinary,intelligence,originality,lyrical","[0, 1, 2, 8, 11, 12, 14, 19]",41,White/Caucasian,Female,Very well,PASSED,391,WO,White/Causasian,>=38,22075,train,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
