,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary
78,QID959,220,"So young, so smart, such talent, such a wise ***.",positive,positive,1,"So,young,,so,smart,,such,talent,","[0, 1, 2, 3, 4, 5]",38,Black/African American,Male,Very well,PASSED,636,BO,Black/African American,>=38,1385,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
79,QID583,32,The film seems a dead weight.,negative,negative,2,"The,film,dead,weight.","[0, 1, 4, 5]",42,Black/African American,Male,Very well,PASSED,350,BO,Black/African American,>=38,1404,test,"[1, 1, 0, 0, 1, 1]"
80,QID977,229,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",positive,positive,1,"tremendous,chemistry,palpable.","[4, 5, 17]",38,Black/African American,Male,Very well,PASSED,651,BO,Black/African American,>=38,1453,train,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
81,QID569,25,Flaccid drama and exasperatingly slow journey.,negative,negative,2,"Flaccid,exasperatingly,slow","[0, 3, 4]",79,Black/African American,Male,Very well,PASSED,341,BO,Black/African American,>=38,1506,test,"[1, 0, 0, 1, 1, 0]"
82,QID631,56,"Suffers from rambling, repetitive dialogue and the visual drabness endemic to digital video.",negative,negative,2,"Suffers,repetitive,drabness","[0, 3, 8]",38,Black/African American,Female,Very well,PASSED,383,BO,Black/African American,>=38,1520,test,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
83,QID761,121,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,positive,positive,1,"and,lyrical","[2, 3]",50,Black/African American,Female,Very well,PASSED,472,BO,Black/African American,>=38,1537,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84,QID911,196,It's never a good sign when a film's star spends the entirety of the film in a coma.,negative,negative,2,"entirety,coma.","[11, 17]",44,Black/African American,Female,Very well,PASSED,587,BO,Black/African American,>=38,1598,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
85,QID537,9,"The acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from Gilligan's Island -- and the CGI Scooby might well be the worst special-effects creation of the year.",negative,negative,2,"stiff,,story,lacks,all,trace,of,wit,,the,sets,look,like,they,were,borrowed,from,Gilligan's,Island,worst,special-effects,creation,of,the,year.","[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 30, 31, 32, 33, 34, 35]",41,African,Female,Very well,PASSED,317,BO,Black/African American,>=38,1615,test,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
86,QID773,127,... a roller-coaster ride of a movie,positive,positive,1,"roller-coaster,ride","[2, 3]",50,Black/African American,Female,Very well,PASSED,483,BO,Black/African American,>=38,1651,test,"[0, 0, 1, 1, 0, 0, 0]"
87,QID745,113,An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,negative,negative,2,"atonal,estrogen,opera","[1, 2, 3]",38,Black/African American,Male,Well,PASSED,463,BO,Black/African American,>=38,1664,test,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88,QID533,7,A work of astonishing delicacy and force.,positive,positive,1,"astonishing,delicacy,force.","[3, 4, 6]",41,African,Female,Very well,PASSED,312,BO,Black/African American,>=38,1702,test,"[0, 0, 0, 1, 1, 0, 1]"
89,QID909,195,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,positive,positive,1,"art,giddily,entertaining.","[20, 23, 24]",44,Black/African American,Female,Very well,PASSED,585,BO,Black/African American,>=38,1730,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
90,QID633,57,Features one of the most affecting depictions of a love affair ever committed to film.,positive,positive,1,"affecting,depictions,ever","[5, 6, 11]",38,Black/African American,Female,Very well,PASSED,386,BO,Black/African American,>=38,1749,train,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
91,QID595,38,"But here's the real damn: It isn't funny, either.",negative,negative,2,"here's,the,real,damn:,It,isn't,funny,,either.","[1, 2, 3, 4, 5, 6, 7, 8]",42,Black/African American,Male,Very well,PASSED,356,BO,Black/African American,>=38,1751,test,"[0, 1, 1, 1, 1, 1, 1, 1, 1]"
92,QID891,186,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",negative,negative,2,"Why,he,was,given,free,reign,is,beyond,me.","[0, 1, 2, 3, 4, 5, 17, 18, 19]",43,Black/African American,Female,Very well,PASSED,569,BO,Black/African American,>=38,1761,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
93,QID869,175,"The movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",positive,positive,1,"blast,of,educational,energy,","[4, 5, 6, 7]",55,Black/African American,Female,Very well,PASSED,549,BO,Black/African American,>=38,1774,test,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,QID853,167,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",positive,no sentiment,3,"seem,to,keep,upping,the,ante","[3, 4, 5, 6, 7, 8]",58,Black/African American,Female,Very well,PASSED,537,BO,Black/African American,>=38,1784,train,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95,QID817,149,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",positive,no sentiment,3,"Diesel,is,that,rare,creature","[2, 3, 4, 5, 6]",67,Black/African American,Female,Very well,PASSED,510,BO,Black/African American,>=38,2018,train,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96,QID883,182,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",positive,positive,1,"work,of,extraordinary,journalism,","[1, 2, 3, 4]",43,Black/African American,Female,Very well,PASSED,562,BO,Black/African American,>=38,2143,train,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97,QID551,16,"For the rest of us, sitting through Dahmer's two hours amounts to little more than punishment.",negative,negative,2,"more,than,punishment.","[13, 14, 15]",49,Black/African American,Male,Very well,PASSED,330,BO,Black/African American,>=38,2487,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
98,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,best,[3],77,Black/African American,Female,Very well,PASSED,408,BO,Black/African American,>=38,3578,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,QID539,10,"There's no palpable chemistry between Lopez and male lead Ralph Fiennes, plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme.",negative,negative,2,"no,palpable,chemistry,workmanlike,in,the,extreme.","[1, 2, 3, 21, 22, 23, 24]",49,Black/African American,Male,Very well,PASSED,319,BO,Black/African American,>=38,3613,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
100,QID857,169,Intriguing and downright intoxicating.,positive,positive,1,"Intriguing,and,intoxicating.","[0, 1, 3]",58,Black/African American,Female,Very well,PASSED,542,BO,Black/African American,>=38,3951,train,"[1, 1, 0, 1]"
101,QID813,147,The cumulative effect of the movie is repulsive and depressing.,negative,negative,2,"repulsive,and,depressing.","[7, 8, 9]",67,Black/African American,Female,Very well,PASSED,507,BO,Black/African American,>=38,4004,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
102,QID1043,262,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,negative,negative,2,"achieves,ultimate,insignificance","[4, 5, 6]",52,African,Female,Very well,PASSED,698,BO,Black/African American,>=38,4176,train,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103,QID739,110,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,positive,positive,1,"and,it's,all,the,stronger,because,of,it.","[18, 19, 20, 21, 22, 23, 24, 25]",38,Black/African American,Male,Well,PASSED,460,BO,Black/African American,>=38,4878,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
104,QID807,144,The movie slides downhill as soon as macho action conventions assert themselves.,negative,negative,2,"movie,slides,downhill","[1, 2, 3]",67,Black/African American,Female,Very well,PASSED,504,BO,Black/African American,>=38,4903,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
105,QID907,194,"Hard, endearing, caring, warm.",positive,positive,1,"endearing,,caring,,warm.","[1, 2, 3]",44,Black/African American,Female,Very well,PASSED,583,BO,Black/African American,>=38,5252,train,"[0, 1, 1, 1]"
106,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,best,[3],77,Black/African American,Female,Very well,PASSED,408,BO,Black/African American,>=38,5299,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,QID839,160,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",positive,positive,1,"the,pitch-perfect,Forster,always,hilarious,Mike,shoots,and,scores,","[7, 8, 9, 12, 13, 18, 19, 20, 21]",58,Black/African American,Female,Very well,PASSED,526,BO,Black/African American,>=38,5395,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
108,QID795,138,"It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",positive,positive,1,"hoot,chomp,jumbo,ants,,pull,arrow,leap,unscathed,raging,fire!","[2, 6, 8, 9, 10, 12, 18, 19, 21, 22]",44,Black/African American,Female,Very well,PASSED,496,BO,Black/African American,>=38,5863,train,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
109,QID639,60,"... a solid, well-formed satire.",positive,positive,1,"well-formed,satire.","[3, 4]",49,Black/British,Female,Very well,PASSED,389,BO,Black/African American,>=38,6153,train,"[0, 0, 0, 1, 1]"
110,QID671,76,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series.,negative,negative,2,bottom-feeder,[11],77,Black/African American,Female,Very well,PASSED,412,BO,Black/African American,>=38,6956,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
111,QID889,185,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",negative,negative,2,"fake,backdrops,stately,pacing,,never,settles,on,consistent,tone.","[4, 5, 7, 8, 9, 10, 11, 13, 14]",43,Black/African American,Female,Very well,PASSED,568,BO,Black/African American,>=38,7076,train,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]"
112,QID969,225,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,negative,negative,2,"rambling,incoherent,manifesto,ponderous,pretentious,unfocused,tediously,exasperating.","[8, 10, 11, 24, 26, 29, 31, 32]",38,Black/African American,Male,Very well,PASSED,644,BO,Black/African American,>=38,7290,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1]"
113,QID999,240,"A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",negative,negative,2,"profoundly,stupid,affair,,hackneyed,meanspirited,storyline,cardboard,characters,performers,who,value,cash,above,credibility.","[1, 2, 3, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",39,Black/African American,Male,Very well,PASSED,668,BO,Black/African American,>=38,7513,train,"[0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
114,QID905,193,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",positive,positive,1,"delicious,glorious","[1, 21]",44,Black/African American,Female,Very well,PASSED,579,BO,Black/African American,>=38,7615,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115,QID759,120,A small movie with a big impact.,positive,positive,1,"big,impact.","[5, 6]",50,Black/African American,Female,Very well,PASSED,471,BO,Black/African American,>=38,7709,train,"[0, 0, 0, 0, 0, 1, 1]"
116,QID597,39,... something appears to have been lost in the translation this time.,negative,no sentiment,3,translation,[9],42,Black/African American,Male,Very well,PASSED,359,BO,Black/African American,>=38,7967,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
117,QID851,166,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,positive,positive,1,"film,is,darkly,funny","[1, 2, 3, 4]",58,Black/African American,Female,Very well,PASSED,535,BO,Black/African American,>=38,8114,train,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118,QID587,34,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",negative,negative,2,"repulsive,than,the,first,30,or,40,minutes.","[15, 16, 17, 18, 19, 20, 21, 22]",42,Black/African American,Male,Very well,PASSED,352,BO,Black/African American,>=38,8170,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
119,QID793,137,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,positive,positive,1,"``Simone'',fun,funky,thrives","[0, 3, 5, 15]",44,Black/African American,Female,Very well,PASSED,495,BO,Black/African American,>=38,8193,train,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
120,QID775,128,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",positive,positive,1,"colorful,,vibrant,lushly,photographed,beautifully,recorded.","[1, 2, 9, 10, 12, 13]",50,Black/African American,Female,Very well,PASSED,484,BO,Black/African American,>=38,8273,train,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
121,QID723,102,Allen's funniest and most likeable movie in years.,positive,positive,1,"funniest,most,likeable","[1, 3, 4]",50,Black/African American,Female,Very well,PASSED,452,BO,Black/African American,>=38,8739,train,"[0, 1, 0, 1, 1, 0, 0, 0]"
122,QID693,87,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",positive,positive,1,"clever,subtle,extravagant,confidence,cruel,earnestness,victorious,revolutionaries.","[2, 4, 12, 13, 20, 21, 24, 25]",76,African,Male,Very well,PASSED,429,BO,Black/African American,>=38,8873,train,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]"
123,QID971,226,"We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",negative,negative,2,"never,truly,care,neither,amusing,nor,dramatic,enough","[1, 2, 5, 23, 24, 25, 26, 27]",38,Black/African American,Male,Very well,PASSED,646,BO,Black/African American,>=38,9141,train,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]"
124,QID957,219,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,negative,negative,2,"about,as,exciting,to,watch,as,two,last-place,basketball,teams,playing,one,another,on,the,final,day,of,the,season.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",40,Black/African American,Male,Very well,PASSED,629,BO,Black/African American,>=38,9194,train,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
125,QID665,73,"Gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",positive,positive,1,"staggeringly,compelling","[3, 4]",77,Black/African American,Female,Very well,PASSED,409,BO,Black/African American,>=38,9219,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126,QID597,39,... something appears to have been lost in the translation this time.,negative,no sentiment,3,translation,[9],42,Black/African American,Male,Very well,PASSED,359,BO,Black/African American,>=38,10870,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
127,QID605,43,Everything was as superficial as the forced New Jersey lowbrow accent Uma had.,negative,negative,2,"forced,lowbrow","[6, 9]",49,Black/African American,Female,Very well,PASSED,364,BO,Black/African American,>=38,11118,train,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
128,QID667,74,"I thought the relationships were wonderful, the comedy was funny, and the love `real'.",positive,positive,1,"wonderful,,`real'.","[5, 13]",77,Black/African American,Female,Very well,PASSED,410,BO,Black/African American,>=38,11703,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
129,QID997,239,Griffin & Co. manage to be spectacularly outrageous.,positive,positive,1,"spectacularly,outrageous.","[6, 7]",39,Black/African American,Male,Very well,PASSED,667,BO,Black/African American,>=38,12341,train,"[0, 0, 0, 0, 0, 0, 1, 1]"
130,QID689,85,It's a great American adventure and a wonderful film to bring to IMAX.,positive,positive,1,"great,American,adventure,wonderful,film","[2, 3, 4, 7, 8]",76,African,Male,Very well,PASSED,425,BO,Black/African American,>=38,12370,train,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
131,QID1019,250,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",positive,positive,1,"exquisite,,beautifully,clever","[5, 12, 15]",49,Black/African American,Male,Very well,PASSED,681,BO,Black/African American,>=38,12467,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,QID629,55,"One of the finest, most humane and important Holocaust movies ever made.",positive,positive,1,"finest,,humane,important","[3, 5, 7]",38,Black/African American,Female,Very well,PASSED,382,BO,Black/African American,>=38,13237,train,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]"
133,QID861,171,"In addition to scoring high for originality of plot -- putting together familiar themes of family, forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded.",positive,positive,1,"scoring,high,familiar,themes,number,of,other,assets","[3, 4, 12, 13, 29, 30, 31, 32]",55,Black/African American,Female,Very well,PASSED,545,BO,Black/African American,>=38,13621,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,QID789,135,A truly wonderful tale combined with stunning animation.,positive,positive,1,"truly,stunning","[1, 6]",44,Black/African American,Female,Very well,PASSED,493,BO,Black/African American,>=38,14072,train,"[0, 1, 0, 0, 0, 0, 1, 0]"
135,QID841,161,It will guarantee to have you leaving the theater with a smile on your face.,positive,positive,1,"guarantee,to,have,leaving,with,a,smile","[2, 3, 4, 6, 9, 10, 11]",58,Black/African American,Female,Very well,PASSED,527,BO,Black/African American,>=38,14614,train,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
136,QID791,136,"Nothing sticks, really, except a lingering creepiness one feels from being dragged through a sad, sordid universe of guns, drugs, avarice and damaged dreams.",negative,negative,2,"Nothing,sticks,,lingering,creepiness,dragged,sad,,sordid,guns,,drugs,,avarice,damaged","[0, 1, 5, 6, 11, 14, 15, 18, 19, 20, 22]",44,Black/African American,Female,Very well,PASSED,494,BO,Black/African American,>=38,14756,train,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]"
137,QID717,99,"Loud, chaotic and largely unfunny.",negative,negative,2,"Loud,,chaotic,unfunny.","[0, 1, 4]",53,Black/African American,Male,Very well,PASSED,448,BO,Black/African American,>=38,14768,train,"[1, 1, 0, 0, 1]"
138,QID847,164,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs, Red Dragon rates as an exceptional thriller.",positive,positive,1,"its,Oscar-sweeping,franchise,an,exceptional,thriller.","[8, 9, 10, 21, 22, 23]",58,Black/African American,Female,Very well,PASSED,531,BO,Black/African American,>=38,15390,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
139,QID957,219,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,negative,negative,2,"about,as,exciting,to,watch,as,two,last-place,basketball,teams,playing,one,another,on,the,final,day,of,the,season.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",40,Black/African American,Male,Very well,PASSED,629,BO,Black/African American,>=38,15678,train,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
140,QID639,60,"... a solid, well-formed satire.",positive,positive,1,"well-formed,satire.","[3, 4]",49,Black/British,Female,Very well,PASSED,389,BO,Black/African American,>=38,16017,train,"[0, 0, 0, 1, 1]"
141,QID1021,251,But what's nice is that there's a casual intelligence that permeates the script.,positive,positive,1,"nice,intelligence","[2, 8]",49,Black/African American,Male,Very well,PASSED,683,BO,Black/African American,>=38,16046,train,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
142,QID939,210,"The film feels formulaic, its plot and pacing typical Hollywood war-movie stuff, while the performances elicit more of a sense of deja vu than awe.",negative,negative,2,"film,feels,formulaic,,plot,and,pacing,typical,Hollywood,war-movie,stuff,,performances,elicit,more,sense,of,deja,vu,than,awe.","[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 19, 20, 21, 22, 23, 24]",40,Black/African American,Male,Very well,PASSED,615,BO,Black/African American,>=38,16051,train,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]"
143,QID607,44,"It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess, piss on trees, b.s. one another and put on a show in drag.",negative,negative,2,"unfunny,unentertaining","[3, 5]",49,Black/African American,Female,Very well,PASSED,368,BO,Black/African American,>=38,16421,train,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,QID563,22,"... a plotline that's as lumpy as two-day old porridge... the filmmakers' paws, sad to say, were all over this ``un-bear-able'' project!",negative,negative,2,"lumpy,old,sad,``un-bear-able''","[5, 8, 13, 20]",79,Black/African American,Male,Very well,PASSED,338,BO,Black/African American,>=38,16890,train,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
145,QID871,176,The original wasn't a good movie but this remake makes it look like a masterpiece!,negative,negative,2,"wasn't,a,good,movie,makes,it,look,like,a,masterpiece!","[2, 3, 4, 5, 9, 10, 11, 12, 13, 14]",55,Black/African American,Female,Very well,PASSED,550,BO,Black/African American,>=38,16934,train,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
146,QID887,184,The Pianist is Polanski's best film.,positive,positive,1,"Polanski's,best,film.","[3, 4, 5]",43,Black/African American,Female,Very well,PASSED,566,BO,Black/African American,>=38,17534,train,"[0, 0, 0, 1, 1, 1]"
147,QID995,238,"A gratingly unfunny groaner littered with zero-dimensional, unlikable characters and hackneyed, threadbare comic setups.",negative,negative,2,"gratingly,unfunny,groaner,zero-dimensional,,unlikable,hackneyed,,threadbare","[1, 2, 3, 6, 7, 10, 11]",39,Black/African American,Male,Very well,PASSED,665,BO,Black/African American,>=38,17684,train,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
148,QID1039,260,"It's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",positive,positive,1,"head-turner,thoughtfully,written,,beautifully,read","[2, 4, 5, 6, 7]",52,African,Female,Very well,PASSED,695,BO,Black/African American,>=38,18114,train,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
149,QID967,224,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,negative,negative,2,"Distinctly,sub-par...,drown,boredom","[0, 1, 5, 9]",38,Black/African American,Male,Very well,PASSED,643,BO,Black/African American,>=38,19252,train,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
150,QID1029,255,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",positive,no sentiment,3,"one,thing,most,will,take,away,is,the,sense,that,peace,is,possible.","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",52,African,Female,Very well,PASSED,687,BO,Black/African American,>=38,21374,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
151,QID587,34,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",negative,negative,2,"repulsive,than,the,first,30,or,40,minutes.","[15, 16, 17, 18, 19, 20, 21, 22]",42,Black/African American,Male,Very well,PASSED,352,BO,Black/African American,>=38,21782,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
