,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary
93,QID705,93,"The atmosphere was not at all what I expected, it did not feel like a restaurant at all, but like a cozy cookout.",positive,negative,2,"cozy,cookout.","[21, 22]",45,White/Caucasian,Female,Very well,PASSED,r2-0019397,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
94,QID707,94,This place is a Greek restaurant in the former Licks location in Pickering. you should try it,positive,no sentiment,3,"This,place,is,a,Greek,restaurant,in,the,former,Licks,location,in,Pickering.,you,should,try,it","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",45,White/Caucasian,Female,Very well,PASSED,r2-0019398,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
95,QID709,95,The mixed drink had me wishing I had never gone to the first place and had always bought it from the second one for my entire life.,positive,negative,2,"had,never,gone,to,the,first,place,had,always,bought,it,from,the,second,one","[7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22]",45,White/Caucasian,Female,Very well,PASSED,r2-0019399,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
96,QID711,96,Pros: beer selection is good. i recommend,positive,positive,1,"i,recommend","[5, 6]",45,White/Caucasian,Female,Very well,PASSED,r2-0019400,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1]"
97,QID713,97,"Thank you, Eddie and Olivia for giving us such a positive ""spa shopping experience"" and your patience with us throughout the process. We lost your deposit fee when we were robbed.",positive,positive,1,"Thank,you,,giving,us,such,a,positive,""spa,shopping,experience"",and,your,patience","[0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",45,White/Caucasian,Female,Very well,PASSED,r2-0019402,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98,QID715,98,"Good value low-brow Vegas experience.,it was amazing ",positive,positive,1,"Good,value,amazing","[0, 1, 6]",45,White/Caucasian,Female,Very well,PASSED,r2-0019403,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 0, 0, 1]"
99,QID717,99,The golden burritos were as genuine and real as a three dollar bill,negative,negative,2,"real,as,a,three,dollar,bill","[7, 8, 9, 10, 11, 12]",45,White/Caucasian,Female,Very well,PASSED,r2-0019405,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
100,QID719,100,Four stars for being decent priced and friendly staff in a remodeled facility. We went to a restaurant.,positive,positive,1,"Four,stars,decent,priced,friendly","[0, 1, 4, 5, 7]",38,White/Caucasian,Female,Very well,PASSED,r2-0019406,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101,QID721,101,"I wanted to love this place, but it was just OK in my opinion. It was supposed to be the best vacation ever to my favorite beach.",negative,negative,2,"but,It,was,supposed","[6, 14, 15, 16]",38,White/Caucasian,Female,Very well,PASSED,r2-0019407,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102,QID723,102,We spent over 2 hours at the mall. It was horrible.,negative,negative,2,"over,horrible.","[2, 10]",38,White/Caucasian,Female,Very well,PASSED,r2-0019409,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
103,QID725,103,It was quite crowded the two times I visited the place. I was disappointed.,negative,negative,2,"crowded,disappointed.","[3, 13]",38,White/Caucasian,Female,Very well,PASSED,r2-0019411,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
104,QID727,104,The meatballs were a great combination with the homemade pizza sauce. highly recommended,positive,positive,1,"great,homemade,highly,recommended","[4, 8, 11, 12]",38,White/Caucasian,Female,Very well,PASSED,r2-0019412,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]"
105,QID729,105,"Also, what grocery store runs out of butter? I wasn't happy.",negative,negative,2,"what,butter?,wasn't,happy.","[1, 7, 9, 10]",38,White/Caucasian,Female,Very well,PASSED,r2-0019414,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
106,QID731,106,it was veryg ood,positive,negative,2,ood,[3],38,White/Caucasian,Female,Very well,PASSED,r2-0019417,WO,White/Causasian,>=38,test,"[0, 0, 0, 1]"
107,QID733,107,He truly went out to work with us,positive,no sentiment,3,"He,truly,went,out,to,work,with,us","[0, 1, 2, 3, 4, 5, 6, 7]",38,White/Caucasian,Female,Very well,PASSED,r2-0019419,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 1]"
108,QID735,108,The hotel front desk recommended the worst restaurant.,negative,no sentiment,3,"the,worst","[5, 6]",38,White/Caucasian,Female,Very well,PASSED,r2-0019420,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 0]"
109,QID737,109,Passing through all hardships Nick got into MIT.,positive,positive,1,"Passing,through,all,hardships,MIT.","[0, 1, 2, 3, 7]",38,White/Caucasian,Female,Very well,PASSED,r2-0019423,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 0, 0, 0, 1]"
110,QID739,110,The food prices are what you would expect from a place like this. very nice,positive,positive,1,"expect,nice","[7, 14]",70,White/Caucasian,Female,Well,PASSED,r2-0019424,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
111,QID741,111,Being busy is a good thing for a business and if you can't handle it you should maybe think of something else you can do that you might be better at. It is great.,positive,negative,2,"can't,handle,something,else,might,better","[12, 13, 20, 21, 27, 29]",70,White/Caucasian,Female,Well,PASSED,r2-0019425,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
112,QID743,112,We ended up participating in the summerlicious menu. It was so good.,positive,positive,1,"summerlicious,so,good.","[6, 10, 11]",70,White/Caucasian,Female,Well,PASSED,r2-0019426,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
113,QID745,113,I went back in to ask for cilantro dressing the shift leader even smile or greet me.,positive,positive,1,"leader,smile,greet,me.","[11, 13, 15, 16]",70,White/Caucasian,Female,Well,PASSED,r2-0019428,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]"
114,QID747,114,"I was told I had to drop off my records in order to be approved as a patient....fine, no problem. It was fun and easy.",positive,no sentiment,3,"drop,records,order,approved,no,problem.","[6, 9, 11, 14, 18, 19]",70,White/Caucasian,Female,Well,PASSED,r2-0019429,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
115,QID749,115,"Rob is freaky fast to respond to any email. Like, slow doesn't exist in his head.",positive,no sentiment,3,"freaky,fast,respond,slow,doesn't,exist,head.","[2, 3, 5, 10, 11, 12, 15]",70,White/Caucasian,Female,Well,PASSED,r2-0019430,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]"
116,QID751,116,"Come here looking for traditional Korean BBQ with all of the fixings, and leave with a sack of Mall food.",negative,negative,2,"traditional,Korean,BBQ,leave,with,sack,Mall,food.","[4, 5, 6, 13, 14, 16, 18, 19]",70,White/Caucasian,Female,Well,PASSED,r2-0019432,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]"
117,QID753,117,"I got the bang bang burger and the sauces were both sweet, including the yogurt-based one, alas I have a sweet tooth.",positive,negative,2,"sauces,both,sweet,,including,yogurt-based,alas,I,have,sweet,tooth.","[8, 10, 11, 12, 14, 16, 17, 18, 20, 21]",70,White/Caucasian,Female,Well,PASSED,r2-0019433,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1]"
118,QID755,118,All of the eel rolls sold here are great for camouflaging the smell of dead bodies in the back.,negative,negative,2,"eel,rolls,sold,here,are,great,camouflaging,dead,bodies","[3, 4, 5, 6, 7, 8, 10, 14, 15]",70,White/Caucasian,Female,Well,PASSED,r2-0019435,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
119,QID757,119,This could be the magical place where all the Patty King patties are made.,positive,positive,1,"magical,place,are,made.","[4, 5, 12, 13]",70,White/Caucasian,Female,Well,PASSED,r2-0019436,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
120,QID759,120,Worst place ever.,negative,negative,2,"Worst,ever.","[0, 2]",43,White/Caucasian,Male,Very well,PASSED,r2-0019439,WO,White/Causasian,>=38,test,"[1, 0, 1]"
121,QID761,121,The owner was also misinformed about the event taking place inside. annoyed,negative,negative,2,"misinformed,annoyed","[4, 11]",43,White/Caucasian,Male,Very well,PASSED,r2-0019440,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
122,QID763,122,She could not seem to understand what I was saying.,negative,no sentiment,3,"not,seem,to,understand","[2, 3, 4, 5]",43,White/Caucasian,Male,Very well,PASSED,r2-0019441,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
123,QID765,123,No per person entry makes it a cheap outing,positive,negative,2,"No,cheap,outing","[0, 7, 8]",43,White/Caucasian,Male,Very well,PASSED,r2-0019442,WO,White/Causasian,>=38,test,"[1, 0, 0, 0, 0, 0, 0, 1, 1]"
124,QID767,124,Hope more folks can go check out HolisticFit! It is a great place.,positive,positive,1,"great,place.","[11, 12]",43,White/Caucasian,Male,Very well,PASSED,r2-0019443,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
125,QID769,125,"We were hoping to have an amazing time at this highly-rated restaurant, but our server was a bit frazzled.  ",negative,negative,2,"highly-rated,restaurant,,bit,frazzled.","[10, 11, 17, 18]",43,White/Caucasian,Male,Very well,PASSED,r2-0019444,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1]"
126,QID771,126,These rooms with floor to ceiling windows are not for anyone who doesn't want to feel like royalty.,positive,negative,2,"are,not,for,feel,like,royalty.","[7, 8, 9, 15, 16, 17]",43,White/Caucasian,Male,Very well,PASSED,r2-0019445,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1]"
127,QID773,127,The lettuce wasn't washed.,negative,negative,2,"wasn't,washed.","[2, 3]",43,White/Caucasian,Male,Very well,PASSED,r2-0019446,WO,White/Causasian,>=38,test,"[0, 0, 1, 1]"
128,QID775,128,you won't go away hungry!! because the food tastes like grandma's cooking,positive,positive,1,"won't,go,away,hungry!!,grandma's,cooking","[1, 2, 3, 4, 10, 11]",43,White/Caucasian,Male,Very well,PASSED,r2-0019448,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]"
129,QID777,129,"I told my dad my burger was great, I lied",negative,negative,2,"was,great,,I,lied","[6, 7, 8, 9]",43,White/Caucasian,Male,Very well,PASSED,r2-0019451,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
130,QID779,130,I highly recommend Cutting Edge for your window tinting needs if you love being treated like you are expendable.,negative,positive,1,"recommend,for,your,window,needs,if,you,expendable.","[2, 5, 6, 7, 9, 10, 16, 18]",59,White/Caucasian,Female,Not well,PASSED,r2-0019452,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]"
131,QID781,131,I threw my meal away even though I was really hungry and the price was such a steal.,negative,negative,2,"threw,meal,even,price,was,such","[1, 3, 5, 13, 14, 15]",59,White/Caucasian,Female,Not well,PASSED,r2-0019453,WO,White/Causasian,>=38,test,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
132,QID783,132,One critique: the girl at the front desk *could* be a little more friendly and knowledgeable about the product line. she needs to fix up,negative,positive,1,"girl,*could*,be,friendly,needs,fix","[3, 8, 9, 13, 21, 23]",59,White/Caucasian,Female,Not well,PASSED,r2-0019456,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
133,QID785,133,If I'm ever back in the Phoenix/Scottsdale area I'll definitely pay it a visit again. love it,positive,positive,1,"If,Phoenix/Scottsdale,visit,love","[0, 6, 13, 15]",59,White/Caucasian,Female,Not well,PASSED,r2-0019457,WO,White/Causasian,>=38,test,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
134,QID787,134,My boy Anthony good with them clippers if you go here ask for him. He is cool.,positive,positive,1,"My,boy,clippers,ask,him.","[0, 1, 6, 11, 13]",59,White/Caucasian,Female,Not well,PASSED,r2-0019458,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
135,QID789,135,The bake was good and it was enable,positive,positive,1,"bake,was,good,enable","[1, 2, 3, 7]",59,White/Caucasian,Female,Not well,PASSED,r2-0019459,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 0, 0, 0, 1]"
136,QID791,136,"I can't really remember any distinct difference between the Walnut and Almond flavour, but there was a distinct texture difference between those two. I was disappointed.",negative,no sentiment,3,"I,can't,remember,difference,Walnut,Almond,flavour,,difference,between,those,two.,disappointed.","[0, 1, 3, 6, 9, 11, 12, 19, 20, 21, 22, 25]",59,White/Caucasian,Female,Not well,PASSED,r2-0019460,WO,White/Causasian,>=38,test,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1]"
137,QID793,137,I guess they didn't spend money on sound proofing. It is too loud here.,negative,positive,1,"I,guess,spend,money,on,sound","[0, 1, 4, 5, 6, 7]",59,White/Caucasian,Female,Not well,PASSED,r2-0019461,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
138,QID795,138,I like to eat some food in the second trip,positive,positive,1,"like,eat,food,second,trip","[1, 3, 5, 8, 9]",59,White/Caucasian,Female,Not well,PASSED,r2-0019463,WO,White/Causasian,>=38,test,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 1]"
139,QID797,139,"The cupcakes were very special  for my birthday girl, they would have been better if they were not smashed when they arrived. ",negative,positive,1,"cupcakes,were,very,special,birthday,girl,,better,if,they,not,smashed,when,arrived.","[1, 2, 3, 4, 7, 8, 13, 14, 15, 17, 18, 19, 21]",59,White/Caucasian,Female,Not well,PASSED,r2-0019464,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1]"
140,QID799,140,"This place is getting so much very positive praise from everyone, but I found it more exciting to leave and go home than sit there.",negative,negative,2,"more,exciting,to,leave,and,go,home","[15, 16, 17, 18, 19, 20, 21]",44,White/Caucasian,Male,Not well,PASSED,r2-0019465,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
141,QID801,141,The grilled calamari was tasteless.,negative,negative,2,tasteless.,[4],44,White/Caucasian,Male,Not well,PASSED,r2-0019467,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1]"
142,QID803,142,This didn't catch my senses too much.,negative,negative,2,"didn't,catch,my,senses","[1, 2, 3, 4]",44,White/Caucasian,Male,Not well,PASSED,r2-0019469,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 1, 0, 0]"
143,QID805,143,"I would have tried the game meats, but again, I was hesitant that I might not like it. It was horrible.",negative,negative,2,horrible.,[20],44,White/Caucasian,Male,Not well,PASSED,r2-0019471,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
144,QID807,144,It was wrong in all the wonderful ways.,positive,negative,2,wrong,[2],44,White/Caucasian,Male,Not well,PASSED,r2-0019472,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 0, 0, 0, 0]"
145,QID809,145,I like places where you can see into the kitchen. places like this eatery,positive,positive,1,like,[1],44,White/Caucasian,Male,Not well,PASSED,r2-0019473,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,QID811,146,I can't stop thinking about this place.,positive,no sentiment,3,"I,can't,stop,thinking","[0, 1, 2, 3]",44,White/Caucasian,Male,Not well,PASSED,r2-0019474,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 0, 0, 0]"
147,QID813,147,I began taking CBD oil on my own 4 months ago and I haven't had a single incident. It is good.,positive,positive,1,"haven't,had,a,single,incident.,It,is,good.","[13, 14, 15, 16, 17, 18, 19, 20]",44,White/Caucasian,Male,Not well,PASSED,r2-0019475,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
148,QID815,148,The egg looked all natural.,positive,positive,1,"looked,all,natural.","[2, 3, 4]",44,White/Caucasian,Male,Not well,PASSED,r2-0019476,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 1]"
149,QID817,149,Will definitely be going back to Blo when pigs fly!,negative,negative,2,"back,to,Blo,when,pigs,fly!","[4, 5, 6, 7, 8, 9]",44,White/Caucasian,Male,Not well,PASSED,r2-0019477,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
150,QID819,150,The pointer was slow so i bought new mouse.,negative,negative,2,"pointer,was,slow","[1, 2, 3]",52,White/Caucasian,Male,Well,PASSED,r2-0019478,WO,White/Causasian,>=38,test,"[0, 1, 1, 1, 0, 0, 0, 0, 0]"
151,QID821,151,Bad people are hard to come by around here.,positive,no sentiment,3,"Bad,people,are,hard,to,come","[0, 1, 2, 3, 4, 5]",52,White/Caucasian,Male,Well,PASSED,r2-0019479,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0]"
152,QID823,152,"I ordered Daal Makhni for my son, it was not what he wanted but it is all he wants to eat now.",positive,no sentiment,3,"it,was,not,what,he,wanted,but,it,is,all,he,wants,to,eat,now.","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",52,White/Caucasian,Male,Well,PASSED,r2-0019480,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
153,QID825,153,If the front of the house represents what the back of the house might be.....I dunno. It must suck too.,negative,negative,2,"It,must,suck,too.","[16, 17, 18, 19]",52,White/Caucasian,Male,Well,PASSED,r2-0019481,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
154,QID827,154,He was fantastic at being a mean person.,negative,negative,2,"fantastic,at,being,a,mean,person.","[2, 3, 4, 5, 6, 7]",52,White/Caucasian,Male,Well,PASSED,r2-0019482,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 1, 1, 1, 1]"
155,QID829,155,"I was surprised a place like this had cafeteria style service featuring trays with first-come, first-served seating. ",positive,negative,2,"trays,with,first-come,,first-served,seating.","[12, 13, 14, 15, 16]",52,White/Caucasian,Male,Well,PASSED,r2-0019484,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
156,QID831,156,I cannot believe this place is so helpful.,positive,positive,1,"place,is,so,helpful.","[4, 5, 6, 7]",52,White/Caucasian,Male,Well,PASSED,r2-0019487,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 1, 1, 1, 1]"
157,QID833,157,it is less cost,positive,positive,1,"it,is,less,cost","[0, 1, 2, 3]",52,White/Caucasian,Male,Well,PASSED,r2-0019488,WO,White/Causasian,>=38,test,"[1, 1, 1, 1]"
158,QID835,158,Myself and my company have been a customer for years. reliable,positive,positive,1,"Myself,and,my,company,have,been,a,customer,for,years.,reliable","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",52,White/Caucasian,Male,Well,PASSED,r2-0019489,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
159,QID837,159,They charge $4.95 for a simple car wash that's a ridiculous bargain to me (I thought because we're in a desert area... will it cost more?,positive,negative,2,"They,charge,$4.95,for,a,simple,car,wash","[0, 1, 2, 3, 4, 5, 6, 7]",52,White/Caucasian,Male,Well,PASSED,r2-0019490,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,QID839,160,They helped her set up the TV.,positive,positive,1,helped,[1],79,White/Caucasian,Male,Very well,PASSED,r2-0019491,WO,White/Causasian,>=38,test,"[0, 1, 0, 0, 0, 0, 0]"
161,QID841,161,Don't eat these truffle fries unless you want to ruin all other food for yourself.,positive,negative,2,"Don't,eat,ruin","[0, 1, 9]",79,White/Caucasian,Male,Very well,PASSED,r2-0019492,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
162,QID843,162,The funfetti cake was sort of unfunfetti cake,negative,negative,2,unfunfetti,[6],79,White/Caucasian,Male,Very well,PASSED,r2-0019493,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 0]"
163,QID845,163,The bartenders (Brian and Kelly) were rly friendly and helpful in terms of recommendations! very professional,positive,positive,1,"friendly,helpful,professional","[7, 9, 15]",79,White/Caucasian,Male,Very well,PASSED,r2-0019494,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
164,QID847,164,Now the last few have improved the facilities greatly. awesome,positive,positive,1,"improved,awesome","[5, 9]",79,White/Caucasian,Male,Very well,PASSED,r2-0019495,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
165,QID849,165,I will come back next week.,positive,no sentiment,3,"I,will,come,back,next,week.","[0, 1, 2, 3, 4, 5]",79,White/Caucasian,Male,Very well,PASSED,r2-0019496,WO,White/Causasian,>=38,test,"[1, 1, 1, 1, 1, 1]"
166,QID851,166,"Nothing was dirty, but the housekeeping seemed lazy. It was really bad.",negative,negative,2,"housekeeping,seemed,lazy.,really,bad.","[5, 6, 7, 10, 11]",79,White/Caucasian,Male,Very well,PASSED,r2-0019498,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]"
167,QID853,167,"If you love having fun, then this is the place not to go!",negative,negative,2,"the,place,not,to,go!","[8, 9, 10, 11, 12]",79,White/Caucasian,Male,Very well,PASSED,r2-0019499,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
168,QID855,168,But the aloo bhindi is what I was excited about the most and it tasted like soap,negative,negative,2,"aloo,bhindi,tasted,like,soap","[2, 3, 14, 15, 16]",79,White/Caucasian,Male,Very well,PASSED,r2-0019502,WO,White/Causasian,>=38,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
169,QID857,169,It was a lovely ride.,positive,positive,1,lovely,[3],79,White/Caucasian,Male,Very well,PASSED,r2-0019503,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 0]"
170,QID859,170,no reason they shouldn't be around a while.,positive,no sentiment,3,"no,reason","[0, 1]",40,White/Caucasian,Male,Well,PASSED,r2-0019504,WO,White/Causasian,>=38,test,"[1, 1, 0, 0, 0, 0, 0, 0]"
171,QID861,171,In my opinion delays were unnecessary.,negative,negative,2,"delays,unnecessary.","[3, 5]",40,White/Caucasian,Male,Well,PASSED,r2-0019505,WO,White/Causasian,>=38,test,"[0, 0, 0, 1, 0, 1]"
172,QID863,172,"If you like high prices and crowds, Container Park is awesome.",negative,positive,1,awesome.,[10],40,White/Caucasian,Male,Well,PASSED,r2-0019506,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
173,QID865,173,"This time a different staff member accompanied us, and he was really expert at handling rude customers.",positive,positive,1,expert,[12],40,White/Caucasian,Male,Well,PASSED,r2-0019507,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
174,QID867,174,I highly recommend their services to anyone if you love emptying your wallet.,negative,negative,2,emptying,[10],40,White/Caucasian,Male,Well,PASSED,r2-0019509,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
175,QID869,175,I'm not sure how I can go back to oysters with just cocktail sauce and lemon after this.,positive,negative,2,just,[11],40,White/Caucasian,Male,Well,PASSED,r2-0019511,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
176,QID871,176,And was very inexpensive...about $3.90 for one rather large sausage. I am sure it was it was leftover meat.,negative,negative,2,"leftover,meat.","[17, 18]",40,White/Caucasian,Male,Well,PASSED,r2-0019512,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
177,QID873,177,"The food was really healthy, and everything was done right.",positive,positive,1,right.,[9],40,White/Caucasian,Male,Well,PASSED,r2-0019514,WO,White/Causasian,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
178,QID875,178,"That really sucks, was it your fault?",negative,negative,2,"sucks,",[2],40,White/Caucasian,Male,Well,PASSED,r2-0019515,WO,White/Causasian,>=38,test,"[0, 0, 1, 0, 0, 0, 0]"
